"nct_id","umc_pi","umc_sponsor","umc_resp_party","umc","is_fda_regulated_drug","is_fda_regulated_device","is_unapproved_device","is_ppsd","is_us_export","is_randomized","is_blinded","is_multicentric","is_multinational","primary_sponsor","phase","planned_enrolment","actual_enrolment","completion_date","nlm_download_date_description","study_first_submitted_date","results_first_submitted_date","disposition_first_submitted_date","last_update_submitted_date","study_first_submitted_qc_date","study_first_posted_date","study_first_posted_date_type","results_first_submitted_qc_date","results_first_posted_date","results_first_posted_date_type","disposition_first_submitted_qc_date","disposition_first_posted_date","disposition_first_posted_date_type","last_update_submitted_qc_date","last_updated","last_update_posted_date_type","start_month_year","start_date_type","start_date","verification_month_year","verification_date","completion_month_year","completion_date_type","primary_completion_month_year","primary_completion_date_type","primary_completion_date","target_duration","study_type","acronym","baseline_population","brief_title","official_title","status","last_known_status","enrollment","enrollment_type","source","limitations_and_caveats","number_of_arms","number_of_groups","why_stopped","has_expanded_access","expanded_access_type_individual","expanded_access_type_intermediate","expanded_access_type_treatment","has_dmc","biospec_retention","biospec_description","ipd_time_frame","ipd_access_criteria","ipd_url","plan_to_share_ipd","plan_to_share_ipd_description","created_at","updated_at","source_class","delayed_posting","expanded_access_nctid","expanded_access_status_for_nctid","fdaaa801_violation","baseline_type_units_analyzed","patient_registry","countries","results_reporting"
"NCT03768752",,"Hamburg","Hamburg","Hamburg",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,,83,"2019-05-03",,"2018-11-30",,,"2021-05-11","2018-12-06","2018-12-07","ACTUAL",,,,,,,"2021-05-11","2021-05-14","ACTUAL","2018-10-11","ACTUAL","2018-10-11","2021-05","2021-05-31","2019-05-03","ACTUAL","2019-05-03","ACTUAL","2019-05-03",,"OBSERVATIONAL",,,"Diastolic Dysfunction and Interstitial Lung Edema in Septic Patients","Left Ventricular Diastolic Dysfunction as a Risk Factor for Interstitial Lung Edema in Septic Patients on the Intensive Care Unit","COMPLETED",,83,"ACTUAL","Universitätsklinikum Hamburg-Eppendorf",,,2,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 19:30:06","2025/05/11 19:30:06","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT00998556",,"Hannover","Hannover","Hannover",,,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","II",,64,"2016-08-31",,"2009-10-19",,,"2020-09-02","2009-10-19","2009-10-20","ESTIMATED",,,,,,,"2020-09-02","2020-09-07","ACTUAL","2010-06",,"2010-06-30","2020-09","2020-09-30","2016-08","ACTUAL","2016-03","ACTUAL","2016-03-31",,"INTERVENTIONAL","PPCM",,"Effect of Bromocriptine on Left Ventricular Function in Women With Peripartum Cardiomyopathy","Effect of Bromocriptine on LV Function in Women With Peripartum Cardiomyopathy A Randomized, Controlled Clinical Trial to Evaluate the Efficacy and Safety of Bromocriptine for Improvement of Left Ventricular Function of Women With PPCM","COMPLETED",,64,"ACTUAL","Hannover Medical School",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:53:35","2025/05/12 10:53:35","OTHER",,,,,,,"Germany",FALSE
"NCT05646550",,"Tübingen",,"Tübingen",FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,"Non-commercial","I",56,,"2026-12-31",,"2022-09-27",,,"2024-05-14","2022-12-01","2022-12-12","ACTUAL",,,,,,,"2024-05-14","2024-05-16","ACTUAL","2022-11-11","ACTUAL","2022-11-11","2024-05","2024-05-31","2026-12","ESTIMATED","2025-12","ESTIMATED","2025-12-31",,"INTERVENTIONAL","ProSperACC-1",,"Antibody CC-1 in Men With Biochemical Recurrence of Prostate Cancer","Phase I Study to Evaluate the Safety, Tolerability and Preliminary Efficacy of the Bispecific Antibody CC-1 in Men With Biochemical Recurrence of Prostate Cancer","RECRUITING",,56,"ESTIMATED","University Hospital Tuebingen",,2,,,FALSE,,,,TRUE,,,,,,"NO","No individual participant data (IPD) will be shared with other researchers","2025/05/12 05:37:59","2025/05/12 05:37:59","OTHER",,,,,,,"Germany",FALSE
"NCT00744822","Hannover","Hannover",,"Hannover",,,,,,,,FALSE,FALSE,"Non-commercial",,,55,"2007-03-31",,"2008-08-28",,,"2008-08-28","2008-08-28","2008-09-01","ESTIMATED",,,,,,,"2008-08-28","2008-09-01","ESTIMATED","2006-03",,"2006-03-31","2005-12","2005-12-31","2007-03","ACTUAL","2007-03","ACTUAL","2007-03-31",,"OBSERVATIONAL",,,"Vibration Response Imaging (VRI) in Lung Transplant Recipients","Vibration Response Imaging (VRI) in Lung Transplant Recipients","COMPLETED",,55,"ACTUAL","Hannover Medical School",,,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 23:48:02","2025/05/12 23:48:02","OTHER",,,,,,,"Germany",FALSE
"NCT00892892",,"Erlangen",,"Erlangen",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","IV",,0,"2011-06-30",,"2009-05-01",,,"2015-03-16","2009-05-01","2009-05-05","ESTIMATED",,,,,,,"2015-03-16","2015-03-17","ESTIMATED","2009-11",,"2009-11-30","2015-03","2015-03-31","2011-06","ACTUAL","2011-06","ACTUAL","2011-06-30",,"INTERVENTIONAL","SNS in CRF",,"Sympathetic Nerve Activity in Renal Failure","Role of the Sympathetic Nerve System for the Pathogenesis and Progression of Chronic Kidney Failure","WITHDRAWN",,0,"ACTUAL","University of Erlangen-Nürnberg Medical School",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:53:35","2025/05/12 10:53:35","OTHER",,,,,,,"Germany",FALSE
"NCT03882502","Greifswald","Greifswald",,"Greifswald",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,40,,"2020-12-31",,"2019-03-18",,,"2020-02-06","2019-03-18","2019-03-20","ACTUAL",,,,,,,"2020-02-06","2020-02-07","ACTUAL","2019-02-01","ACTUAL","2019-02-01","2020-02","2020-02-29","2020-12-31","ESTIMATED","2020-07-31","ESTIMATED","2020-07-31",,"INTERVENTIONAL",,,"Electrical Stimulation in Traumatic Brain Injury (TBI) Induced Aphasia","The Effect of Transcranial Direct Current Stimulation (tDCS) on Naming Ability in Patients With Traumatic Brain Injury Induced Aphasia","UNKNOWN","RECRUITING",40,"ESTIMATED","University Medicine Greifswald",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/11 19:30:06","2025/05/11 19:30:06","OTHER",,,,,,,"Germany",FALSE
"NCT03000049",,"Greifswald","Greifswald","Greifswald",,,,,,,,FALSE,FALSE,"Non-commercial",,500,,"2017-09-30",,"2016-12-15",,,"2016-12-21","2016-12-18","2016-12-21","ESTIMATED",,,,,,,"2016-12-21","2016-12-22","ESTIMATED","2016-11",,"2016-11-30","2016-12","2016-12-31","2017-09","ESTIMATED","2017-07","ESTIMATED","2017-07-31",,"OBSERVATIONAL","BEMIDIA",,"Bedside vs. Standard Microbiological Blood Culture Diagnostics - BEMIDIA Study","Bedside vs. Standard Microbiological Blood Culture Diagnostics - BEMIDIA Study","UNKNOWN","RECRUITING",500,"ESTIMATED","University Medicine Greifswald",,,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/11 19:30:06","2025/05/11 19:30:06","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT02078986",,"Erlangen","Erlangen","Erlangen",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","III",,50,"2015-03-31",,"2014-03-03",,,"2015-05-27","2014-03-04","2014-03-05","ESTIMATED",,,,,,,"2015-05-27","2015-05-28","ESTIMATED","2014-02",,"2014-02-28","2015-05","2015-05-31","2015-03","ACTUAL","2015-02","ACTUAL","2015-02-28",,"INTERVENTIONAL","EMSvsHIT",,"Effectiveness of WB-EMS Versus HIT-Resistance Training (RT)","Comparison of the Effect of Whole-Body Electromyostimulation Versus High Intensity Resistance Exercise Training on Body Composition and Strength in Middle Aged Males","TERMINATED",,50,"ACTUAL","University of Erlangen-Nürnberg Medical School",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:53:35","2025/05/12 10:53:35","OTHER",,,,,,,"Germany",FALSE
"NCT01181401",,"Charite","Charite","Charite",,,,,,TRUE,FALSE,TRUE,FALSE,"Non-commercial","II",,94,"2015-08-31",,"2010-08-12",,,"2019-01-29","2010-08-12","2010-08-13","ESTIMATED",,,,,,,"2019-01-29","2019-01-31","ACTUAL","2010-08",,"2010-08-31","2019-01","2019-01-31","2015-08","ACTUAL","2015-04","ACTUAL","2015-04-30",,"INTERVENTIONAL","ICRAT",,"InductionChemo-Radio-Antibody-Treatment","Randomized Phase II Study of Two Different Regimens of TPF Induction Chemotherapy Regimen Followed by Radiation Therapy Plus Cetuximab (TPF-CET-HART) vs. HART and Cis-platinum, 5-FU (PF-HART) in Patients With Locally Advanced Unresectable Squamous Cell Carcinomas of the Head and Neck","COMPLETED",,94,"ACTUAL","Charite University, Berlin, Germany",,3,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 23:48:02","2025/05/12 23:48:02","OTHER",,,,,,,"Germany",FALSE
"NCT01448798",,"Frankfurt","Frankfurt","Frankfurt",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,50,,"2014-01-31",,"2011-10-06",,,"2011-10-06","2011-10-06","2011-10-07","ESTIMATED",,,,,,,"2011-10-06","2011-10-07","ESTIMATED","2011-10",,"2011-10-31","2011-10","2011-10-31","2014-01","ESTIMATED","2013-01","ESTIMATED","2013-01-31",,"INTERVENTIONAL","AnPro",,"Athermal Nerve-sparing During Robotic-assisted Radical Prostatectomy Using a Hemostatic Matrix.","Prospective Randomized Investigation of Athermal Nerve-sparing During Robotic-assisted Laparoscopic Prostatectomy Using a Hemostatic Gelatin-thrombin Matrix","UNKNOWN","RECRUITING",50,"ESTIMATED","Johann Wolfgang Goethe University Hospital",,2,,,FALSE,,,,TRUE,,,,,,,,"2025/05/12 10:53:35","2025/05/12 10:53:35","OTHER",,,,,,,"Germany",FALSE
"NCT02627950",,,"Schleswig-Holstein","Schleswig-Holstein",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","IV",,138,"2018-10-31",,"2015-12-03",,,"2019-08-06","2015-12-08","2015-12-11","ESTIMATED",,,,,,,"2019-08-06","2019-08-08","ACTUAL","2015-12",,"2015-12-31","2019-08","2019-08-31","2018-10","ACTUAL","2018-10","ACTUAL","2018-10-31",,"INTERVENTIONAL","MonAMI",,"Impact of Morphine Treatment on Platelet Inhibition in Acute Myocardial Infarction","Impact of Morphine Treatment on Platelet Inhibition in Acute Myocardial Infarction","COMPLETED",,138,"ACTUAL","University of Luebeck",,3,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 05:37:59","2025/05/12 05:37:59","OTHER",,,,,,,"Germany",FALSE
"NCT01773902",,"Tübingen","Tübingen","Tübingen",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,60,,"2016-07-31",,"2013-01-15",,,"2018-05-09","2013-01-18","2013-01-23","ESTIMATED",,,,,,,"2018-05-09","2018-05-15","ACTUAL","2012-10",,"2012-10-31","2018-05","2018-05-31","2016-07","ACTUAL","2014-12","ACTUAL","2014-12-31",,"INTERVENTIONAL",,,"Protein for Premies","High Versus Standard Dose Protein for Very Preterm Infants","COMPLETED",,60,"ESTIMATED","University Hospital Tuebingen",,3,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 18:05:40","2025/05/12 18:05:40","OTHER",,,,,,,"Germany",FALSE
"NCT03380949","Hamburg","Hamburg",,"Hamburg",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,96,"2018-06-07",,"2017-11-29",,,"2019-04-28","2017-12-19","2017-12-21","ACTUAL",,,,,,,"2019-04-28","2019-04-30","ACTUAL","2017-12-08","ACTUAL","2017-12-08","2019-04","2019-04-30","2018-06-07","ACTUAL","2018-04-18","ACTUAL","2018-04-18",,"INTERVENTIONAL","MOGADA-II",,"Monitor-Guided Analgesia During General Anesthesia - Part II","Investigation of the Effect of Opioid Titration Guided by Analgesia Indices During Total Intravenous Anesthesia","COMPLETED",,96,"ACTUAL","Universitätsklinikum Hamburg-Eppendorf",,4,,,FALSE,,,,FALSE,,,,,,"NO","All data will be anonymized before publication.","2025/05/12 05:39:48","2025/05/12 05:39:48","OTHER",,,,,,,"Germany",FALSE
"NCT00306111",,"Tübingen","Tübingen","Tübingen",,,,,,,FALSE,FALSE,FALSE,"Non-commercial","II",,14,"2011-12-31",,"2006-03-20",,,"2014-05-28","2006-03-20","2006-03-22","ESTIMATED",,,,,,,"2014-05-28","2014-05-29","ESTIMATED","2006-01",,"2006-01-31","2012-12","2012-12-31","2011-12","ACTUAL","2008-12","ACTUAL","2008-12-31",,"INTERVENTIONAL",,,"Pegfilgrastim vs. Filgrastim - Comparison of Mobilized Blood Stem Cells in Patients With Non Hodgkin-lymphoma","Pegfilgrastim Versus Filgrastim - Intraindividual Comparison of Quantity and Quality of Mobilized Peripheral Blood Stem Cells in Patients With Non Hodgkin-lymphoma","COMPLETED",,14,"ACTUAL","University Hospital Tuebingen",,1,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 23:48:02","2025/05/12 23:48:02","OTHER",,,,,,,"Germany",FALSE
"NCT04898361",,"Homburg","Homburg","Homburg",FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,"Non-commercial",,50,,"2022-06-30",,"2020-09-13",,,"2021-05-19","2021-05-19","2021-05-24","ACTUAL",,,,,,,"2021-05-19","2021-05-24","ACTUAL","2020-01-15","ACTUAL","2020-01-15","2021-05","2021-05-31","2022-06","ESTIMATED","2021-06","ESTIMATED","2021-06-30",,"INTERVENTIONAL",,,"PFO Occlusion and Atrial Fibrillation","Electrophysiological and Echocardiographic PREDICTors of Atrial Fibrillation Following Interventional Closure of Patent Foramen Ovale in Cryptogenic Stroke: PREDICT-AF-PFO","UNKNOWN","RECRUITING",50,"ESTIMATED","Universität des Saarlandes",,2,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,,"Germany",FALSE
"NCT04438109",,"Hannover",,"Hannover",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,,152,"2021-02-27",,"2020-06-16",,,"2021-03-18","2020-06-16","2020-06-18","ACTUAL",,,,,,,"2021-03-18","2021-03-19","ACTUAL","2019-04-12","ACTUAL","2019-04-12","2021-03","2021-03-31","2021-02-27","ACTUAL","2019-04-12","ACTUAL","2019-04-12",,"OBSERVATIONAL",,,"Clinical Outcome of the Dynamic Reconstruction of the Medial Patellofemoral Ligament (MPFL)","Clinical Outcome of the Dynamic Reconstruction of the Medial Patellofemoral Ligament (MPFL) - a Retrospective Case Series","COMPLETED",,152,"ACTUAL","Hannover Medical School",,,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT02169115",,"Charite","Charite","Charite",,,,,,TRUE,TRUE,TRUE,FALSE,"Non-commercial","II",,61,"2014-12-31",,"2014-06-12","2015-10-28",,"2020-10-09","2014-06-18","2014-06-20","ESTIMATED","2015-12-11","2016-01-18","ESTIMATED",,,,"2020-10-09","2020-11-03","ACTUAL","2012-12",,"2012-12-31","2020-10","2020-10-31","2014-12","ACTUAL","2014-12","ACTUAL","2014-12-31",,"INTERVENTIONAL","UFO",,"Urticaria Facticia Treatment With Omalizumab (UFO)","Double-blind, Placebo-controlled 12-week, Parallel-group Study With a 6 Weeks Follow up Period to Demonstrate Efficacy and Safety of Subcutaneous Omalizumab in Patients With Urticaria Factitia Refractory to Standard Treatment","COMPLETED",,61,"ACTUAL","Charite University, Berlin, Germany",,3,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,,"Germany",TRUE
"NCT04724941",,"Schleswig-Holstein","Schleswig-Holstein","Schleswig-Holstein",FALSE,FALSE,,,,,,FALSE,FALSE,"Non-commercial",,2000,,"2026-12-31",,"2021-01-21",,,"2024-05-06","2021-01-21","2021-01-26","ACTUAL",,,,,,,"2024-05-06","2024-05-07","ACTUAL","2021-06-01","ACTUAL","2021-06-01","2024-05","2024-05-31","2026-12","ESTIMATED","2025-03","ESTIMATED","2025-03-31",,"OBSERVATIONAL","PASS-PD",,"Prodromal Alpha-Synuclein Screening in Parkinson's Disease Study","Prodromal Alpha-Synuclein Screening in Parkinson's Disease Study","RECRUITING",,2000,"ESTIMATED","University Hospital Schleswig-Holstein",,,2,,FALSE,,,,FALSE,"SAMPLES_WITH_DNA","Blood",,,,"UNDECIDED","After successful analysis and publication of data the clinical data can be shared upon request.","2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT02695394",,"Charite","Charite","Charite",,,,,,,,FALSE,FALSE,"Non-commercial",,,60,"2016-12-31",,"2016-02-11",,,"2020-07-15","2016-02-24","2016-03-01","ESTIMATED",,,,,,,"2020-07-15","2020-07-17","ACTUAL","2016-02",,"2016-02-29","2020-07","2020-07-31","2016-12","ACTUAL","2016-12","ACTUAL","2016-12-31",,"OBSERVATIONAL",,,"Emotional Processing in Multiple Sclerosis / Clinically Isolated Syndrome: A Neuropsychological fMRI-study",,"COMPLETED",,60,"ACTUAL","Charite University, Berlin, Germany",,,2,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,FALSE,"Germany",FALSE
"NCT03196050",,"Mannheim","Mannheim","Mannheim",FALSE,FALSE,,,,,FALSE,FALSE,FALSE,"Non-commercial",,50,,"2018-12-31",,"2017-06-20",,,"2019-01-21","2017-06-20","2017-06-22","ACTUAL",,,,,,,"2019-01-21","2019-01-23","ACTUAL","2016-11","ACTUAL","2016-11-30","2019-01","2019-01-31","2018-12","ACTUAL","2018-12","ACTUAL","2018-12-31",,"INTERVENTIONAL",,,"Telemonitoring of Geriatric Cancer Patients Using Handheld Devices","Telemonitoring of Geriatric Cancer Patients Using Handheld Devices (TeleGraPH)","COMPLETED",,50,"ESTIMATED","Universitätsmedizin Mannheim",,1,,,FALSE,,,,FALSE,,,,,,"NO",,"2025/05/12 05:39:48","2025/05/12 05:39:48","OTHER",,,,,,,"Germany",FALSE
"NCT00385346",,"Bonn",,"Bonn",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,56,"2009-02-28",,"2006-10-05",,,"2010-06-29","2006-10-05","2006-10-09","ESTIMATED",,,,,,,"2010-06-29","2010-06-30","ESTIMATED","2006-11",,"2006-11-30","2009-09","2009-09-30","2009-02","ACTUAL","2008-06","ACTUAL","2008-06-30",,"INTERVENTIONAL",,,"Expressive Writing in Male Infertility","Expressive Writing as a Therapeutic Intervention in Male Infertility","COMPLETED",,56,"ACTUAL","University Hospital, Bonn",,1,,,FALSE,,,,,,,,,,,,"2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,,"Germany",FALSE
"NCT04942457","Charite","Charite","Charite","Charite",FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,34,"2023-12-20",,"2021-05-10",,,"2023-12-28","2021-06-25","2021-06-28","ACTUAL",,,,,,,"2023-12-28","2023-12-29","ACTUAL","2022-01-10","ACTUAL","2022-01-10","2023-12","2023-12-31","2023-12-20","ACTUAL","2023-12-20","ACTUAL","2023-12-20",,"INTERVENTIONAL","KiWuA",,"Feasibility and Safety of Fasting in Fertility Treatment","Effects of Fasting in Fertility Treatment in Women","COMPLETED",,34,"ACTUAL","Charite University, Berlin, Germany",,2,,,FALSE,,,,TRUE,,,"after the end of the study for 5 years","on demand.",,"YES","Data will be made available upon request.","2025/05/12 23:50:05","2025/05/12 23:50:05","OTHER",,,,,,,"Germany",FALSE
"NCT02629705","Tübingen","Tübingen",,"Tübingen",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial",,,20,"2018-02-28",,"2015-12-04",,,"2018-10-17","2015-12-09","2015-12-14","ESTIMATED",,,,,,,"2018-10-17","2018-10-18","ACTUAL","2015-10",,"2015-10-31","2017-02","2017-02-28","2018-02","ACTUAL","2016-12-23","ACTUAL","2016-12-23",,"INTERVENTIONAL",,,"Study of Carrageenan's Effect on Insulin Resistance in Humans","Investigation of the Effect of Carrageenan as Food Additive on Insulin Resistance in Humans","COMPLETED",,20,"ACTUAL","University Hospital Tuebingen",,2,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 05:39:48","2025/05/12 05:39:48","OTHER",,,,,,,"Germany",FALSE
"NCT05174689","Frankfurt","Frankfurt","Frankfurt","Frankfurt",FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,"Non-commercial",,68,,"2022-09-30",,"2021-08-30",,,"2021-12-14","2021-12-14","2022-01-03","ACTUAL",,,,,,,"2021-12-14","2022-01-03","ACTUAL","2021-08-01","ACTUAL","2021-08-01","2021-12","2021-12-31","2022-09","ESTIMATED","2022-08","ESTIMATED","2022-08-31",,"INTERVENTIONAL",,,"Epigenetic Regulation of Exercise Induced Asthma","Epigenetic Regulation of Excercise Induced Asthma","UNKNOWN","RECRUITING",68,"ESTIMATED","Johann Wolfgang Goethe University Hospital",,3,,,FALSE,,,,TRUE,,,,,,"NO",,"2025/05/12 05:39:48","2025/05/12 05:39:48","OTHER",,,,,,,"Germany",FALSE
"NCT01657604","Jena",,,"Jena",,,,,,TRUE,FALSE,TRUE,TRUE,"Non-commercial","III",,717,"2022-05-31",,"2012-07-09",,,"2023-05-09","2012-08-03","2012-08-06","ESTIMATED",,,,,,,"2023-05-09","2023-05-10","ACTUAL","2012-08-24","ACTUAL","2012-08-24","2023-05","2023-05-31","2022-05-31","ACTUAL","2022-05-31","ACTUAL","2022-05-31",,"INTERVENTIONAL","TIGER",,"TKI and Interferon Alpha Evaluation Initiated by the German Chronic Myeloid Leukemia Study Group - the TIGER Study","Treatment Optimization of Newly Diagnosed Ph/BCR-ABL Positive Patients With Chronic Myeloid Leukemia (CML) in Chronic Phase With Nilotinib vs. Nilotinib Plus Interferon Alpha Induction and Nilotinib or Interferon Alpha Maintenance Therapy","COMPLETED",,717,"ACTUAL","University of Jena",,2,,,FALSE,,,,TRUE,,,,,,,,"2025/05/11 19:30:06","2025/05/11 19:30:06","OTHER",,,,,,,"Czechia;Germany;Switzerland",FALSE
"NCT01359384",,"Frankfurt",,"Frankfurt",,,,,,,,FALSE,FALSE,"Non-commercial",,50,,"2012-05-31",,"2011-05-19",,,"2011-05-23","2011-05-23","2011-05-24","ESTIMATED",,,,,,,"2011-05-23","2011-05-24","ESTIMATED","2011-05",,"2011-05-31","2011-05","2011-05-31","2012-05","ESTIMATED","2012-05","ESTIMATED","2012-05-31",,"OBSERVATIONAL",,,"Bronchial Inflammation in Patients With Severe Immune Deficiency Under Immunoglobulin Treatment",,"UNKNOWN","NOT_YET_RECRUITING",50,"ESTIMATED","Johann Wolfgang Goethe University Hospital",,,2,,FALSE,,,,,"SAMPLES_WITH_DNA","whole blood, serum and sputum",,,,,,"2025/05/12 18:05:40","2025/05/12 18:05:40","OTHER",,,,,,,"Germany",FALSE
"NCT03393286",,"Heidelberg","Heidelberg","Heidelberg",FALSE,FALSE,,,,,,TRUE,TRUE,"Non-commercial",,,1554,"2022-03-30",,"2017-12-22",,,"2022-05-17","2018-01-05","2018-01-08","ACTUAL",,,,,,,"2022-05-17","2022-05-18","ACTUAL","2018-01-15","ACTUAL","2018-01-15","2022-05","2022-05-31","2022-03-30","ACTUAL","2021-09-30","ACTUAL","2021-09-30",,"OBSERVATIONAL","ZIKAllianceCH",,"ZIKAlliance Children Cohort (ZIKAllianceCH)","Children (CH) Cohort for the Evaluation of Developmental and Neurological Abnormalities in Infants Born to Mothers Residing in Areas With Zika Virus Transmission During Pregnancy","COMPLETED",,1554,"ACTUAL","University of Heidelberg Medical Center",,,,,FALSE,,,,TRUE,"SAMPLES_WITH_DNA","Blood, Hair, Urine, Vaginal fluids, Saliva, Semen",,,,"YES","1. The ZIKAlliance birth cohort is part of the 3 European Commission (EC) funded Zika consortia. The data are intended to be shared after the individual cohort data is analyzed and published.~2. The ZIKAlliance birth cohort is part of the WHO-moderated IPD meta-analysis Consortium. The data are intended to be shared after the individual cohort data is analyzed and published.","2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,FALSE,"Bolivia;Brazil;Colombia;Cuba;Guadeloupe;Mexico;Venezuela",FALSE
"NCT05231720",,"Mannheim","Mannheim","Mannheim",FALSE,FALSE,,,,,,TRUE,FALSE,"Non-commercial",,500,,"2023-12-31",,"2021-01-13",,,"2022-02-08","2022-02-08","2022-02-09","ACTUAL",,,,,,,"2022-02-08","2022-02-09","ACTUAL","2019-12-03","ACTUAL","2019-12-03","2022-02","2022-02-28","2023-12","ESTIMATED","2022-12","ESTIMATED","2022-12-31","1 Year","OBSERVATIONAL","MARSS",,"Mannheim Register of Sepsis and Septic Shock","Mannheim Register of Sepsis and Septic Shock","UNKNOWN","RECRUITING",500,"ESTIMATED","Universitätsmedizin Mannheim",,,,,FALSE,,,,TRUE,,,,,,"NO",,"2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,TRUE,"Germany",FALSE
"NCT01475396","Münster","Münster",,"Münster",,,,,,TRUE,TRUE,FALSE,FALSE,"Non-commercial","III",120,,"2012-12-31",,"2011-11-07",,,"2012-06-18","2011-11-16","2011-11-21","ESTIMATED",,,,,,,"2012-06-18","2012-06-19","ESTIMATED","2006-03",,"2006-03-31","2012-06","2012-06-30","2012-12","ESTIMATED","2012-03","ACTUAL","2012-03-31",,"INTERVENTIONAL",,,"The Effect of Physical Activity on the Brain","Clinical Study on the Effect of Physical Activity on Cognition and Memory in the Elderly","UNKNOWN","ACTIVE_NOT_RECRUITING",120,"ESTIMATED","University Hospital Muenster",,3,,,FALSE,,,,FALSE,,,,,,,,"2025/05/12 10:55:22","2025/05/12 10:55:22","OTHER",,,,,,,"Germany",FALSE
"NCT02108730","Greifswald","Greifswald","Greifswald","Greifswald",,,,,,,,FALSE,FALSE,"Non-commercial",,,14,"2014-03-31",,"2014-03-28",,,"2014-04-08","2014-04-08","2014-04-09","ESTIMATED",,,,,,,"2014-04-08","2014-04-09","ESTIMATED","2011-03",,"2011-03-31","2014-04","2014-04-30","2014-03","ACTUAL","2014-03","ACTUAL","2014-03-31",,"OBSERVATIONAL","non-focal CHI",,"Towards Individualized Surgery in Non-focal Congenital Hyperinsulinism","Towards Individualized Surgery in Non-focal Congenital Hyperinsulinism","COMPLETED",,14,"ACTUAL","University Medicine Greifswald",,,1,,FALSE,,,,,,,,,,,,"2025/05/12 05:39:48","2025/05/12 05:39:48","OTHER",,,,,,FALSE,"Germany",FALSE
